,title,keywords,id,genres,cast,director,soup
1989,The Waterboy,sport social outcast ridicule lawn mower deserted by husband,10663,Comedy,Adam Sandler Kathy Bates Fairuza Balk Henry Winkler Jerry Reed,Frank Coraci,the waterboy sport social outcast ridicul lawn mower desert by husband 10663 comedi adam sandler kathi bate fairuza balk henri winkler jerri reed frank coraci
1990,The Empire Strikes Back,rebel android asteroid space battle snow storm,1891,Adventure Action Science Fiction,Mark Hamill Harrison Ford Carrie Fisher Billy Dee Williams Anthony Daniels,Irvin Kershner,the empir strike back rebel android asteroid space battl snow storm 1891 adventur action scienc fiction mark hamil harrison ford carri fisher billi dee william anthoni daniel irvin kershner
1991,Bad Boys,miami detective handcuffs airport mexican standoff,9737,Action Comedy Crime Thriller,Will Smith Martin Lawrence T\u00e9a Leoni Tch\u00e9ky Karyo Joe Pantoliano,Michael Bay,bad boy miami detect handcuff airport mexican standoff 9737 action comedi crime thriller will smith martin lawrenc t\u00e9a leoni tch\u00e9ki karyo joe pantoliano michael bay
1992,The Naked Gun 2½: The Smell of Fear,washington d.c. usa president spoof the white house,37137,Comedy Crime,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Robert Goulet,David Zucker,the nake gun 2½: the smell of fear washington d.c. usa presid spoof the white hous 37137 comedi crime lesli nielsen priscilla presley georg kennedi o.j. simpson robert goulet david zucker
1993,Final Destination,omen airplane accident corpse death near-death experience,9532,Horror,Devon Sawa Ali Larter Kerr Smith Tony Todd Seann William Scott,James Wong,final destin omen airplan accid corps death near-death experi 9532 horror devon sawa ali larter kerr smith toni todd seann william scott jame wong
1994,The Ides of March,ohio politics dirty tricks presidential campaign endorsement,10316,Drama,Ryan Gosling George Clooney Philip Seymour Hoffman Paul Giamatti Evan Rachel Wood,George Clooney,the ide of march ohio polit dirti trick presidenti campaign endors 10316 drama ryan gosl georg clooney philip seymour hoffman paul giamatti evan rachel wood georg clooney
1995,Pitch Black,darkness dystopia comet alien life-form survival,2787,Thriller Science Fiction Action,Vin Diesel Radha Mitchell Cole Hauser Lewis Fitz-Gerald Claudia Black,David Twohy,pitch black dark dystopia comet alien life-form surviv 2787 thriller scienc fiction action vin diesel radha mitchel cole hauser lewi fitz-gerald claudia black david twohi
1996,Someone Like You...,feminism cohabitant tv show man-woman relation man between two women,12658,Comedy Romance,Ashley Judd Greg Kinnear Hugh Jackman Marisa Tomei Ellen Barkin,Tony Goldwyn,someon like you... femin cohabit tv show man-woman relat man between two women 12658 comedi romanc ashley judd greg kinnear hugh jackman marisa tomei ellen barkin toni goldwyn
1997,Her,artificial intelligence computer love loneliness transhumanism,152601,Romance Science Fiction Drama,Joaquin Phoenix Scarlett Johansson Rooney Mara Amy Adams Olivia Wilde,Spike Jonze,her artifici intellig comput love loneli transhuman 152601 romanc scienc fiction drama joaquin phoenix scarlett johansson rooney mara ami adam olivia wild spike jonz
1998,Joy Ride,colorado friendship stalker pokies truck driver,10866,Mystery Thriller Drama,Steve Zahn Paul Walker Leelee Sobieski Jessica Bowman Stuart Stone,John Dahl,joy ride colorado friendship stalker poki truck driver 10866 mysteri thriller drama steve zahn paul walker leele sobieski jessica bowman stuart stone john dahl
1999,The Adventurer: The Curse of the Midas Box,london england based on novel key adventure supernatural,227707,Fantasy Adventure Family,Aneurin Barnard Michael Sheen Lena Headey Sam Neill Ioan Gruffudd,Jonathan Newman,the adventurer: the curs of the mida box london england base on novel key adventur supernatur 227707 fantasi adventur famili aneurin barnard michael sheen lena headey sam neill ioan gruffudd jonathan newman
2000,Anywhere But Here,dream,21349,Drama Comedy Romance,Susan Sarandon Natalie Portman Hart Bochner Eileen Ryan Ray Baker,Wayne Wang,anywher but here dream 21349 drama comedi romanc susan sarandon natali portman hart bochner eileen ryan ray baker wayn wang
2001,The Crew,,19150,Action Comedy,Richard Dreyfuss Burt Reynolds Dan Hedaya Seymour Cassel Carrie-Anne Moss,Michael Dinner,the crew nan 19150 action comedi richard dreyfuss burt reynold dan hedaya seymour cassel carrie-ann moss michael dinner
2002,Haywire,mercenary secret agent rescue foot chase spanish,70435,Action Thriller,Gina Carano Ewan McGregor Michael Fassbender Bill Paxton Channing Tatum,Steven Soderbergh,haywir mercenari secret agent rescu foot chase spanish 70435 action thriller gina carano ewan mcgregor michael fassbend bill paxton chan tatum steven soderbergh
2003,Jaws: The Revenge,shark attack bahamas dying and death aggression by animal sequel,580,Adventure Thriller,Lorraine Gary Lance Guest Mario Van Peebles Michael Caine Karen Young,Joseph Sargent,jaws: the reveng shark attack bahama die and death aggress by anim sequel 580 adventur thriller lorrain gari lanc guest mario van peebl michael cain karen young joseph sargent
2004,Marvin's Room,sister sister relationship sister leukemia reunion cancer,9819,Drama,Diane Keaton Meryl Streep Leonardo DiCaprio Robert De Niro Hume Cronyn,Jerry Zaks,marvin' room sister sister relationship sister leukemia reunion cancer 9819 drama dian keaton meryl streep leonardo dicaprio robert de niro hume cronyn jerri zak
2005,The Longshots,,13579,Drama Family,Ice Cube Keke Palmer Tasha Smith Jill Marie Jones Dash Mihok,Fred Durst,the longshot nan 13579 drama famili ice cube keke palmer tasha smith jill mari jone dash mihok fred durst
2006,The End of the Affair,bomb sex jealousy infidelity obsession,20024,Drama,Ralph Fiennes Stephen Rea Julianne Moore James Bolam Ian Hart,Neil Jordan,the end of the affair bomb sex jealousi infidel obsess 20024 drama ralph fienn stephen rea juliann moor jame bolam ian hart neil jordan
2007,Harley Davidson and the Marlboro Man,corruption harley davidson drug dealer los angeles las vegas,2453,Action Thriller,Mickey Rourke Don Johnson Chelsea Field Daniel Baldwin Giancarlo Esposito,Simon Wincer,harley davidson and the marlboro man corrupt harley davidson drug dealer lo angel la vega 2453 action thriller mickey rourk don johnson chelsea field daniel baldwin giancarlo esposito simon wincer
2008,In the Valley of Elah,father son relationship detective war crimes patriotism homicide,6973,History Drama Thriller Crime Mystery,Tommy Lee Jones Charlize Theron Susan Sarandon Frances Fisher James Franco,Paul Haggis,in the valley of elah father son relationship detect war crime patriot homicid 6973 histori drama thriller crime mysteri tommi lee jone charliz theron susan sarandon franc fisher jame franco paul haggi
2009,Coco Before Chanel,fashion designer woman director,11156,Drama History,Audrey Tautou Beno\u00eet Poelvoorde Alessandro Nivola Marie Gillain Emmanuelle Devos,Anne Fontaine,coco befor chanel fashion design woman director 11156 drama histori audrey tautou beno\u00eet poelvoord alessandro nivola mari gillain emmanuel devo ann fontain
2010,Forsaken,,354110,Western Drama,Demi Moore Kiefer Sutherland Donald Sutherland Brian Cox Siobhan Williams,Jon Cassar,forsaken nan 354110 western drama demi moor kiefer sutherland donald sutherland brian cox siobhan william jon cassar
2011,Cheri,,22215,Drama Comedy Romance,Michelle Pfeiffer Kathy Bates Rupert Friend Felicity Jones Iben Hjejle,Stephen Frears,cheri nan 22215 drama comedi romanc michel pfeiffer kathi bate rupert friend felic jone iben hjejl stephen frear
2012,Vanity Fair,london england british empire lover advancement aristocrat,11632,Drama Romance,Reese Witherspoon James Purefoy Jonathan Rhys Meyers Romola Garai Gabriel Byrne,Mira Nair,vaniti fair london england british empir lover advanc aristocrat 11632 drama romanc rees witherspoon jame purefoy jonathan rhi meyer romola garai gabriel byrn mira nair
2013,Bodyguards and Assassins,assassination martial arts sword blood splatter impalement,30596,Drama Action History,Donnie Yen Wang Xue-qi Tony Leung Ka-Fai Nicholas Tse Hu Jun,Teddy Chan,bodyguard and assassin assassin martial art sword blood splatter impal 30596 drama action histori donni yen wang xue-qi toni leung ka-fai nichola tse hu jun teddi chan
2014,1408,suicide new york hotel fire hotel room,3021,Horror Thriller,John Cusack Samuel L. Jackson Mary McCormack Jasmine Jessica Anthony Tony Shalhoub,Mikael H\u00e5fstr\u00f6m,1408 suicid new york hotel fire hotel room 3021 horror thriller john cusack samuel l. jackson mari mccormack jasmin jessica anthoni toni shalhoub mikael h\u00e5fstr\u00f6m
2015,Spaceballs,android lasergun swordplay temple space marine,957,Comedy Science Fiction,Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy,Mel Brooks,spacebal android lasergun swordplay templ space marin 957 comedi scienc fiction mel brook rick morani bill pullman daphn zuniga john candi mel brook
2016,The Water Diviner,istanbul australia post world war i farmer missing in action,256917,War Drama,Russell Crowe Olga Kurylenko Y\u0131lmaz Erdo\u011fan Cem Y\u0131lmaz Jai Courtney,Russell Crowe,the water divin istanbul australia post world war i farmer miss in action 256917 war drama russel crow olga kurylenko y\u0131lmaz erdo\u011fan cem y\u0131lmaz jai courtney russel crow
2017,Ghost,corruption fortune teller money transfer money laundering pottery,251,Fantasy Drama Thriller Mystery Romance,Patrick Swayze Demi Moore Whoopi Goldberg Tony Goldwyn Vincent Schiavelli,Jerry Zucker,ghost corrupt fortun teller money transfer money launder potteri 251 fantasi drama thriller mysteri romanc patrick swayz demi moor whoopi goldberg toni goldwyn vincent schiavelli jerri zucker
2018,There's Something About Mary,surgeon stalker romantic comedy dream girl taboo,544,Romance Comedy,Cameron Diaz Ben Stiller Matt Dillon Lee Evans Chris Elliott,Bobby Farrelly,there' someth about mari surgeon stalker romant comedi dream girl taboo 544 romanc comedi cameron diaz ben stiller matt dillon lee evan chri elliott bobbi farrelli
2019,The Santa Clause,holiday christmas party santa claus deal christmas tree,11395,Fantasy Drama Comedy Family,Tim Allen Judge Reinhold Wendy Crewson David Krumholtz Peter Boyle,John Pasquin,the santa claus holiday christma parti santa clau deal christma tree 11395 fantasi drama comedi famili tim allen judg reinhold wendi crewson david krumholtz peter boyl john pasquin
2020,The Rookie,father son relationship baseball sports team sport life's dream,14635,Drama Family,Dennis Quaid Rachel Griffiths Beth Grant Angus T. Jones Brian Cox,John Lee Hancock,the rooki father son relationship basebal sport team sport life' dream 14635 drama famili denni quaid rachel griffith beth grant angu t. jone brian cox john lee hancock
2021,The Game Plan,american football bachelor sports team sport aerobics,13680,Comedy Family,Dwayne Johnson Madison Pettis Kyra Sedgwick Roselyn S\u00e1nchez Morris Chestnut,Andy Fickman,the game plan american footbal bachelor sport team sport aerob 13680 comedi famili dwayn johnson madison petti kyra sedgwick roselyn s\u00e1nchez morri chestnut andi fickman
2022,The Bridges of Madison County,farewell adultery love at first sight photographer wife husband relationship,688,Drama Romance,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,Clint Eastwood,the bridg of madison counti farewel adulteri love at first sight photograph wife husband relationship 688 drama romanc meryl streep clint eastwood anni corley victor slezak jim hayni clint eastwood
2023,The Animal,dream employee car crash scientist police officer,11090,Action Comedy,Rob Schneider Colleen Haskell John C. McGinley Ed Asner Guy Torry,Luke Greenfield,the anim dream employe car crash scientist polic offic 11090 action comedi rob schneider colleen haskel john c. mcginley ed asner guy torri luke greenfield
2024,Gandhi,muslim indian lead demonstration world war ii imprisonment,783,Drama History,Ben Kingsley Candice Bergen Edward Fox John Gielgud Trevor Howard,Richard Attenborough,gandhi muslim indian lead demonstr world war ii imprison 783 drama histori ben kingsley candic bergen edward fox john gielgud trevor howard richard attenborough
2025,The Hundred-Foot Journey,france based on novel indian lead restaurant family,228194,Drama,Helen Mirren Manish Dayal Om Puri Charlotte Le Bon Rohan Chand,Lasse Hallstr\u00f6m,the hundred-foot journey franc base on novel indian lead restaur famili 228194 drama helen mirren manish dayal om puri charlott le bon rohan chand lass hallstr\u00f6m
2026,The Net,cheating new identity computer virus chase computer,1642,Crime Drama Mystery Thriller Action,Sandra Bullock Jeremy Northam Dennis Miller Wendy Gazelle Ken Howard,Irwin Winkler,the net cheat new ident comput viru chase comput 1642 crime drama mysteri thriller action sandra bullock jeremi northam denni miller wendi gazel ken howard irwin winkler
2027,I Am Sam,foster parents pro bono new baby social services learning,10950,Drama,Sean Penn Michelle Pfeiffer Dianne Wiest Dakota Fanning Richard Schiff,Jessie Nelson,i am sam foster parent pro bono new babi social servic learn 10950 drama sean penn michel pfeiffer diann wiest dakota fan richard schiff jessi nelson
2028,Son of God,biography resurrection,235260,Drama,Roma Downey Diogo Morgado Louise Delamere Darwin Shaw Amber Rose Revah,Christopher Spencer,son of god biographi resurrect 235260 drama roma downey diogo morgado louis delamer darwin shaw amber rose revah christoph spencer
2029,Underworld,budapest subway love of one's life vampire bite,277,Fantasy Action Thriller,Kate Beckinsale Scott Speedman Michael Sheen Shane Brolly Bill Nighy,Len Wiseman,underworld budapest subway love of one' life vampir bite 277 fantasi action thriller kate beckinsal scott speedman michael sheen shane brolli bill nighi len wiseman
2030,Derailed,prison chicago rape based on novel hotel room,8999,Drama Thriller,Clive Owen Jennifer Aniston Vincent Cassel Melissa George Addison Timlin,Mikael H\u00e5fstr\u00f6m,derail prison chicago rape base on novel hotel room 8999 drama thriller clive owen jennif aniston vincent cassel melissa georg addison timlin mikael h\u00e5fstr\u00f6m
